trial,wacc,g,exit_multiple,enterprise_value,equity_value,price_per_share
268,0.09689933269954523,0.01666034398957847,0.0,7999845.264893512,9907888.264893513,8510.469219114853
269,0.10546110865929137,0.021810341398286245,0.0,7481721.911674629,9389764.91167463,8065.42253193148
270,0.12511909933599172,0.02322689606030607,0.0,5891082.804497094,7799125.804497094,6699.1288477040835
271,0.08196206773230841,0.026469772433826713,0.0,11759547.706319459,13667590.706319459,11739.899249544287
272,0.1209474562823244,0.017000686837274466,0.0,5876206.391930113,7784249.391930113,6686.3506201083255
273,0.1036534959152938,0.021747299212701972,0.0,7670156.709003611,9578199.70900361,8227.280286036428
274,0.08877737023428073,0.01897549689051617,0.0,9321032.533478037,11229075.533478037,9645.314837208414
275,0.11043155211394906,0.021958396776310077,0.0,7001033.51950893,8909076.51950893,7652.530939279273
276,0.10648589543360204,0.016323776121921874,0.0,6983349.4245821815,8891392.424582181,7637.341027814964
277,0.09449674684261808,0.01684307556075359,0.0,8305369.75058238,10213412.75058238,8772.902208024721
278,0.10454703127485028,0.01806031294208379,0.0,7290423.31479544,9198466.31479544,7901.104891595464
279,0.0977202960470736,0.02019741011417021,0.0,8222565.803243155,10130608.803243155,8701.777017044455
280,0.10520276017876871,0.01839729683365411,0.0,7250263.534804566,9158306.534804566,7866.609289473085
281,0.1134319601178157,0.02164763585978355,0.0,6710608.141309252,8618651.141309252,7403.0674637598795
282,0.12729025224218027,0.022567236545644787,0.0,5712673.191534477,7620716.191534477,6545.882315353442
283,0.08493276751759726,0.02149894385311339,0.0,10300738.424567148,12208781.424567148,10486.841972656886
284,0.135495500619844,0.02404696909915217,0.0,5270390.5101293195,7178433.5101293195,6165.979651373749
285,0.07421868300716247,0.021039566573638358,0.0,12578640.868347783,14486683.868347783,12443.466645205104
